	Contig_name	Sample	Contig_length	ARG	Gene	Gene2	Fam	identity	coverage	start	end	Country	Technology	kraken2023	kaiju_nr_euk	kaiju_refseq	Diamond_nr	Class	Tax	Diamond_nr_genes	Integron	Platon_ID	Length	Coverage	X._ORFs	RDS	Circular	Inc_Type.s.	X._Replication	X._Mobilization	X._OriT	X._Conjugation	X._AMRs	X._rRNAs	X._Plasmid_Hits	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	Surface
272	CAR3_ita_i_NODE_1883_length_2796_cov_6.317038	CAR3_ita_i	2796	tet(W)_4_FN396364	tet(W)	tet(W)	Tetracycline	99.167	100	135	2054	Italy	illumina	Enorma phocaeensis 	Bacteria	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
273	CAR3_ita_i_NODE_2222_length_2516_cov_2.529053	CAR3_ita_i	2516	lnu(P)_1_FJ589781	lnu(P)	lnu(P)	Lincosamide	99.8	100	269	769	Italy	illumina	Sarcina ventriculi 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	o	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
274	CAR3_ita_i_NODE_27288_length_558_cov_16.986083	CAR3_ita_i	558	lnu(A)_1_M14039	lnu(A)	lnu(A)	Lincosamide	98.765	100	11	496	Italy	illumina	Agrilactobacillus yilanensis 	Bacteria	Bacilli	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
275	CAR3_ita_i_NODE_27374_length_558_cov_1.310139	CAR3_ita_i	558	erm(A)_3_EU348758	erm(A)	erm(A)	Macrolide, Lincosamide, Streptogramin B	99.104	939.393.939.393.939	1	558	Italy	illumina	Bacilli 	environmental samples	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
276	CAR3_ita_i_NODE_319_length_10620_cov_4.570279	CAR3_ita_i	10620	fosD_1_KC989517	fosD	fosD	Fosfomycin	89.762	100	3601	4020	Italy	illumina	Staphylococcus intermedius NCTC 11048 	Mammaliicoccus	Mammaliicoccus sciuri	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Mammaliicoccus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Mammaliicoccus"	g	Genes: 19	-	CAR3_ita_i_NODE_319_length_10620_cov_4.570279	10620	NA	18	0.1	no	0	0	0	0	0	1	0	1	-	-	-	-	-	carcass
277	CAR3_ita_i_NODE_3198_length_1997_cov_4.420700	CAR3_ita_i	1997	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	99.382	924.714.434.060.228	217	1997	Italy	illumina	Bacteroidales 	Bacteroidota	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
278	CAR3_ita_i_NODE_4850_length_1566_cov_2.843812	CAR3_ita_i	1566	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	99.192	100	141	635	Italy	illumina	Streptococcus alactolyticus 	root	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
279	CAR3_ita_i_NODE_745_length_5467_cov_4.090724	CAR3_ita_i	5467	aph(2'')-Ic_1_U51479	aph(2'')-Ic	aph(2'')-Ic	Aminoglycoside	99.891	100	4390	5310	Italy	illumina	Cerasibacillus quisquiliarum 	Streptococcus gallolyticus	Listeria monocytogenes	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales"	o	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAB	A?B	s__Amphibacillus_xylanus	s__Allofustis_seminis	c__Bacilli	carcass
280	CAR3_ita_i_NODE_833_length_4972_cov_3.946919	CAR3_ita_i	4972	blaOXA-281_1_APON01000041	blaOXA-281	blaOXA-211 like	Beta-lactam	96.592	924.848.484.848.485	4210	4972	Italy	illumina	Acinetobacter johnsonii ANC 3681 	Gammaproteobacteria	Acinetobacter	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
281	CAR3_ita_i_NODE_938_length_4586_cov_4.219819	CAR3_ita_i	4586	vga(E)_1_FR772051	vga(E)	vga(E)	Lincosamide, Streptogramin A, Pleuromutilin	100	100	2908	4482	Italy	illumina	Amphibacillus xylanus NBRC 15112 	Staphylococcus aureus	Staphylococcus aureus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
282	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	CAR4_ita_i	4816	aph(3'')-Ib_5_AF321551	aph(3'')-Ib	aph(3'')-Ib	Aminoglycoside	100	100	963	1766	Italy	illumina	Falsigemmobacter faecalis 	Gammaproteobacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 5	-	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	4816	NA	6	10.7	no	0	0	0	0	0	3	0	0	-	-	-	-	-	carcass
283	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	CAR4_ita_i	4816	aph(6)-Id_1_M28829	aph(6)-Id	aph(6)-Id	Aminoglycoside	100	100	1766	2602	Italy	illumina	Falsigemmobacter faecalis 	Gammaproteobacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 5	-	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	4816	NA	6	10.7	no	0	0	0	0	0	3	0	0	-	-	-	-	-	carcass
284	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	CAR4_ita_i	4816	sul2_2_AY034138	sul2	sul2	Folate pathway antagonist	100	100	87	902	Italy	illumina	Falsigemmobacter faecalis 	Gammaproteobacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 5	-	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	4816	NA	6	10.7	no	0	0	0	0	0	3	0	0	-	-	-	-	-	carcass
285	CAR4_ita_i_NODE_10681_length_927_cov_4.267202	CAR4_ita_i	927	blaOXA-212_1_JN861780	blaOXA-212	blaOXA-211 like	Beta-lactam	96.676	838.787.878.787.879	220	911	Italy	illumina	Acinetobacter johnsonii ANC 3681 	Acinetobacter johnsonii	Acinetobacter johnsonii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
286	CAR4_ita_i_NODE_17892_length_681_cov_2.736422	CAR4_ita_i	681	lnu(A)_1_M14039	lnu(A)	lnu(A)	Lincosamide	98.349	872.427.983.539.095	258	681	Italy	illumina	Agrilactobacillus yilanensis 	Bacteria	Bacilli	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
287	CAR4_ita_i_NODE_2836_length_2183_cov_4.867011	CAR4_ita_i	2183	lnu(B)_2_JQ861959	lnu(B)	lnu(B)	Lincosamide	97.637	100	1226	2029	Italy	illumina	Vagococcus fluvialis	 Terrisporobacter petrolearius	 Bacillota	" k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	" k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 2	-	CAR4_ita_i_NODE_2836_length_2183_cov_4.867011	2183	NA	2	0.5	no	0	0	0	0	0	1	0	1	-	-	-	-	-	carcass
288	CAR4_ita_i_NODE_3370_length_1964_cov_3.984285	CAR4_ita_i	1964	tet(O/W)_4_AM889121	tet(O/W)	tet(W)	Tetracycline	99.678	986.765.484.383.272	1	1864	Italy	illumina	Streptococcus plurextorum DSM 22810 	Bifidobacterium	Lactobacillales	k_Bacteria	k_Bacteria	k	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
289	CAR4_ita_i_NODE_4_length_249475_cov_20.967481	CAR4_ita_i	249475	mef(A)_1_AJ971089	mef(A)	mef(A)	Macrolide	92.099	997.536.945.812.808	6586	7800	Italy	illumina	Streptococcus suis BM407 	Streptococcus suis	Streptococcus suis	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis"	s	Genes: 244	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
290	CAR4_ita_i_NODE_4_length_249475_cov_20.967481	CAR4_ita_i	249475	msr(D)_2_AF274302	msr(D)	msr(D)	Macrolide, Streptogramin B	97.473	100	4997	6460	Italy	illumina	Streptococcus suis BM407 	Streptococcus suis	Streptococcus suis	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis"	s	Genes: 244	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
291	CAR4_ita_i_NODE_4007_length_1742_cov_2.601067	CAR4_ita_i	1742	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	97.778	100	1151	1645	Italy	illumina	Eubacteriales 	Bacteria	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
292	CAR4_ita_i_NODE_4193_length_1692_cov_4.001833	CAR4_ita_i	1692	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	99.685	822.949.117.341.641	1	1585	Italy	illumina	Bacteroidales 	Bacteroides uniformis	Ornithobacterium rhinotracheale	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
293	CAR4_ita_i_NODE_4596_length_1594_cov_3.195582	CAR4_ita_i	1594	ampS_1_X80276	ampS	ampS	Beta-lactam	95.172	989.937.106.918.239	563	1349	Italy	illumina	Aeromonas veronii 	Aeromonas	Aeromonas veronii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	s	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
294	CAR4_ita_i_NODE_4813_length_1542_cov_4.033625	CAR4_ita_i	1542	tet(39)_1_KT346360	tet(39)	tet(39)	Tetracycline	100	100	21	1142	Italy	illumina	Gammaproteobacteria 	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 2	-	CAR4_ita_i_NODE_4813_length_1542_cov_4.033625	1542	NA	1	5	no	0	0	0	0	0	1	0	1	-	-	-	-	-	carcass
295	CAR4_ita_i_NODE_875_length_5532_cov_6.199014	CAR4_ita_i	5532	fosD_1_KC989517	fosD	fosD	Fosfomycin	89.762	100	4503	4922	Italy	illumina	Staphylococcus intermedius NCTC 11048 	Mammaliicoccus	Mammaliicoccus sciuri	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Mammaliicoccus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Mammaliicoccus"	g	Genes: 12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
296	CD1_ita_i_NODE_10201_length_4612_cov_4.619048	CD1_ita_i	4612	tet(42)_1_EU523697	tet(42)	tet(42)	Tetracycline	82.831	927.738.927.738.928	1140	2330	Italy	illumina	Microbacterium paraoxydans 	unclassified Microbacterium	Microbacterium sp. PAMC 28756	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium"	g	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
297	CD1_ita_i_NODE_122064_length_862_cov_10.776952	CD1_ita_i	862	aadA2_1_NC_010870	aadA2	aadA2	Aminoglycoside	99.751	980.463.980.463.981	60	862	Italy	illumina	Bacteria 	Bacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
298	CD1_ita_i_NODE_122070_length_862_cov_6.370508	CD1_ita_i	862	ant(3'')-Ia_1_X02340	ant(3'')-Ia	aadA1 like	Aminoglycoside	99.875	826.131.687.242.798	60	862	Italy	illumina	Bacteria 	Bacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
299	CD1_ita_i_NODE_124500_length_850_cov_17.577358	CD1_ita_i	850	sul2_2_AY034138	sul2	sul2	Folate pathway antagonist	100	100	3	818	Italy	illumina	Bacteria 	Bacteria	root	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
300	CD1_ita_i_NODE_13561_length_3845_cov_8.326121	CD1_ita_i	3845	blaMOX-6_1_GQ152601	blaMOX-6	blaMOX-5 like	Beta-lactam	98.237	886.284.722.222.222	1	1021	Italy	illumina	Aeromonas caviae 	Aeromonas caviae	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
301	CD1_ita_i_NODE_14412_length_3696_cov_5.187037	CD1_ita_i	3696	ampS_1_X80276	ampS	ampS	Beta-lactam	95.299	989.937.106.918.239	2485	3271	Italy	illumina	Aeromonas finlandensis 	Aeromonas veronii	Aeromonas veronii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	s	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
302	CD1_ita_i_NODE_19366_length_3036_cov_3.713854	CD1_ita_i	3036	tet(V)_1_AF030344	tet(V)	tet(V)	Tetracycline	84.018	869.047.619.047.619	4	1095	Italy	illumina	Mycolicibacterium porcinum 	Mycolicibacterium vulneris	Mycolicibacterium boenickei	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycolicibacterium"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycolicibacterium"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
303	CD1_ita_i_NODE_19868_length_2986_cov_4.273968	CD1_ita_i	2986	cphA4_1_AY227050	cphA4	cphA like	Beta-lactam	96.214	100.130.718.954.248	629	1393	Italy	illumina	Aeromonas sobria 	Aeromonas veronii	Aeromonas veronii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	s	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
304	CD1_ita_i_NODE_23681_length_2646_cov_2.920494	CD1_ita_i	2646	blaOXA-515_1_KU866383	blaOXA-515	blaOXA-48 like	Beta-lactam	99.373	100	1006	1803	Italy	illumina	Shewanella xiamenensis 	Klebsiella pneumoniae	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 3	-	CD1_ita_i_NODE_23681_length_2646_cov_2.920494	2646	NA	2	3.6	no	0	0	0	0	0	1	0	0	-	-	-	-	-	clean drain
305	CD1_ita_i_NODE_29227_length_2294_cov_11.006253	CD1_ita_i	2294	sul1_5_EU780013	sul1	sul1	Folate pathway antagonist	99.885	100	1006	1872	Italy	illumina	Bacteria 	Pseudomonas putida	root	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 4	-	CD1_ita_i_NODE_29227_length_2294_cov_11.006253	2294	NA	4	19.9	no	0	0	0	0	0	2	0	1	-	-	-	-	-	clean drain
306	CD1_ita_i_NODE_31919_length_2157_cov_75.102759	CD1_ita_i	2157	blaOXA-280_1_APPZ01000001	blaOXA-280	blaOXA-211 like	Beta-lactam	97.823	832.125.603.864.734	1	689	Italy	illumina	Acinetobacter johnsonii ANC 3681 	Bacteria	Acinetobacter johnsonii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
307	CD1_ita_i_NODE_34505_length_2044_cov_28.356461	CD1_ita_i	2044	tet(39)_1_KT346360	tet(39)	tet(39)	Tetracycline	100	100	67	1188	Italy	illumina	Gammaproteobacteria 	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 2	-	CD1_ita_i_NODE_34505_length_2044_cov_28.356461	2044	NA	2	5.1	no	0	0	0	0	0	1	0	1	-	-	-	-	-	clean drain
308	CD1_ita_i_NODE_35412_length_2007_cov_4.213115	CD1_ita_i	2007	mph(E)_1_DQ839391	mph(E)	mph(E)	Macrolide	100	100	221	1105	Italy	illumina	Acinetobacter 	Escherichia coli	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	CD1_ita_i_NODE_35412_length_2007_cov_4.213115	2007	NA	2	0.5	no	0	0	0	0	0	1	0	1	-	-	-	-	-	clean drain
309	CD1_ita_i_NODE_36737_length_1958_cov_3.203889	CD1_ita_i	1958	tet(Y)_1_EF495198	tet(Y)	tet(Y)	Tetracycline	100	100	394	1569	Italy	illumina	Acinetobacter defluvii 	Bacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	CD1_ita_i_NODE_36737_length_1958_cov_3.203889	1958	NA	2	0.3	no	0	0	0	0	0	1	0	1	-	-	-	-	-	clean drain
310	CD1_ita_i_NODE_45075_length_1705_cov_19.589697	CD1_ita_i	1705	aph(3'')-Ib_2_AF024602	aph(3'')-Ib	aph(3'')-Ib	Aminoglycoside	100	998.756.218.905.473	879	1681	Italy	illumina	Bacteria 	Gammaproteobacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	CD1_ita_i_NODE_45075_length_1705_cov_19.589697	1705	NA	2	26.4	no	0	0	0	0	0	2	0	1	-	-	-	-	-	clean drain
311	CD1_ita_i_NODE_45075_length_1705_cov_19.589697	CD1_ita_i	1705	aph(6)-Id_1_M28829	aph(6)-Id	aph(6)-Id	Aminoglycoside	100	100	43	879	Italy	illumina	Bacteria 	Gammaproteobacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	CD1_ita_i_NODE_45075_length_1705_cov_19.589697	1705	NA	2	26.4	no	0	0	0	0	0	2	0	1	-	-	-	-	-	clean drain
312	CD1_ita_i_NODE_93397_length_1035_cov_4.040816	CD1_ita_i	1035	aadA5_1_AF137361	aadA5	aadA4/5	Aminoglycoside	99.747	100	59	847	Italy	illumina	Neomicrococcus aestuarii 	Microbacterium lindanitolerans	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 1	-	CD1_ita_i_NODE_93397_length_1035_cov_4.040816	1035	NA	1	21.2	no	0	0	0	0	0	1	0	1	-	-	-	-	-	clean drain
313	CD1_ita_i_NODE_9958_length_4678_cov_11.191218	CD1_ita_i	4678	blaOXA-427_1_KX827604	blaOXA-427	blaOXA-427	Beta-lactam	86.683	100.125.786.163.522	1176	1970	Italy	illumina	Aeromonas caviae 	Aeromonas	Aeromonas caviae	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
314	CD1_ita_n_0751cf9a-d5ab-49f1-9c40-e9f1386bf48a	CD1_ita_n	10905	blaLCR-1_1_X56809	blaLCR-1	blaNPS/LCR	Beta-lactam	95.954	101.021.711.366.539	93	873	Italy	nanopore	Thauera phenylacetica B4P 	Rhodocyclaceae bacterium		"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
315	CD1_ita_n_0a91403c-3da5-4493-acc2-dd2ec72b7fe6	CD1_ita_n	9711	aadA11_1_AY144590	aadA11	aac(6') like	Aminoglycoside	97.527	100.354.609.929.078	7466	8309	Italy	nanopore	Simplicispira metamorpha 	Pseudomonas aeruginosa	Bacteria	"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 18	integron found	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
316	CD1_ita_n_0c948f0f-d5ba-421e-a477-58f27643d0ed	CD1_ita_n	16553	tet(42)_1_EU523697	tet(42)	tet(42)	Tetracycline	86.082	965.811.965.811.966	11871	13094	Italy	nanopore	Microbacterium liquefaciens 	Microbacterium	Microbacterium liquefaciens	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium"	g	Genes: 28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	clean drain
